Seconds, SoC(%), Amps, GearMode, Odometer(miles), Trip(miles), Speed(mph), Contr. Temp (C), SideStand (1/0)
76.474,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.485,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.49504,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.506,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.51598,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.527,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.536995,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.548,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.558,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.571,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.581,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.591995,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.602005,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.613,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.623,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.634,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.644005,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.655,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.665,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.676,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.686035,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.697,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.70705,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.718,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.72804,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.741,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.751045,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.762,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.77205,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.783,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.793,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.804,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.814,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.825,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.835045,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.846,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.85601,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.867,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.877,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.888,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.90038,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.910995,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.921,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.932,100,2.77,ECO,121.19329,24.362959,32.489124,22,0
76.94202,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
76.952995,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
76.96304,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
76.974,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
76.98402,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
76.995,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.005005,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.016,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.02605,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.037,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.047035,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.058,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.070335,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.081,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.091,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.102,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.112,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.123,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.133,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.144,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.154,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.165,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.175,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.186,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.197,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.207016,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.218,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.22805,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.239,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.251366,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.262,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.27206,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.283,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.29302,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.304,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.31406,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.325,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.33505,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.346,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.35602,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.367,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.37706,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.39,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.40002,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.410995,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.42101,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.432,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.44202,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.452995,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.46305,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.474,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.48402,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.495,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.50502,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.516,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.52602,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.537,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.54701,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.567,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.57839,100,2.82,ECO,121.19329,24.362959,32.489124,22,0
77.589,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.59905,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.61,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.62,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.631,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.641014,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.652,100,2.82,ECO,121.19329,24.362959,31.696707,22,0
77.66202,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.673,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.68302,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.694,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.70402,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.715,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.72502,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.736,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.74833,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.759,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.76905,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.78,100,2.82,ECO,121.19329,24.425108,31.696707,22,0
77.790054,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.801,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.81105,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.822,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.832054,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.843,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.85305,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.864,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.874054,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.887,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.89702,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.908,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.919,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.92893,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.94,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.950005,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.961,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
77.99529,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.006996,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.018,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.028015,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.039,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.04896,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.06,100,2.82,ECO,121.19329,24.425108,32.489124,22,0
78.07005,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.083,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.093,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.104,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.114044,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.125,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.136,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.14599,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.157,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.167,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.178,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.18804,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.199,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.20903,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.22,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.22999,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.243,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.253,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.264,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.27404,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.284996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.295,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.306,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.315994,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.326996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.338,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.34805,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.359,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.36906,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.38,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.39235,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.403,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.41302,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.423996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.43405,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.445,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.45506,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.465996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.47601,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.487,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.49706,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.507996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.51805,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.531,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.541046,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.552,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.562996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.573006,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.584,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.59404,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.604996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.61504,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.626,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.635994,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.646996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.658,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.668045,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.679,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.6913,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.701996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.71205,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.723,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.73302,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.743996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.75402,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.765,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.77505,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.785995,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.79606,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.807,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.818,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.82803,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.840996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.85105,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.862,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.87203,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.882996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.89305,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.904,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.91405,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.924995,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.93505,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.946,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.95826,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.969,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.979996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
78.99005,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.001,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.01102,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.021996,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.03205,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.043,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.05305,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.063995,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.07405,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.085,100,2.94,ECO,121.19329,24.425108,32.489124,22,0
79.09502,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.105995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.11832,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.129,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.14,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.149994,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.160995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.171005,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.182,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.19199,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.202995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.21305,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.224,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.234,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.245,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.25505,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.266,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.27599,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.287,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.2957,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.306,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.315994,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.326996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.337,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.348,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.357994,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.368996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.379,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.39,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.399994,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.410995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.421,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.432,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.442,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.452995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.465996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.47604,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.487,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.49704,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.507996,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.518005,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.529,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.53901,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.549995,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.56001,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.571,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.581,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.591995,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.60201,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.615,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.62505,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.636,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.64605,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.657,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.66702,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.678,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.68805,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.699,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.709,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.72,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.73007,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.741,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.75092,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.77,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.797646,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.812,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.82205,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.833,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.844,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.854034,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.865,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.87503,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
79.886,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.89604,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.907,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.91699,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.928,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.937996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.951,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.96098,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.972,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.981995,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
79.993,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.00298,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.014,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.02404,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.034996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.04504,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.056,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.06604,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.076996,100,2.99,ECO,121.19329,24.425108,32.489124,22,0
80.08703,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
80.1,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
80.11004,100,2.99,ECO,121.19329,24.425108,31.696707,22,0
80.121,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.131035,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.142,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.152,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.163,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.173,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.184,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.194,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.205,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.215034,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.226,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.236,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.247,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.256996,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.268,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.280266,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.291,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.30104,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.312,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.322,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.333,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.343,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.354,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.365,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.375046,100,2.89,ECO,121.19329,24.425108,32.489124,22,0
80.386,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.39605,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.407,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.41932,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.43,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.44001,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.451,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.46102,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.472,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.48202,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.493,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.50301,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.514,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.524055,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.534996,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.545044,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.556,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.56834,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.579,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.58905,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.6,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.61005,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.621,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.63105,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.642,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.652054,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.663,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.67301,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.684,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.694016,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.705,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.71505,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.728,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.738045,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.749,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.75902,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.77,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.78001,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.791,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.80102,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.812,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.822014,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.833,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.843056,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.854,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.865,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.87503,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.888,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.89804,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.909,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.91898,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.93,100,2.89,ECO,121.19329,24.425108,31.696707,22,0
80.94004,100,2.81,ECO,121.19329,24.425108,31.696707,22,0
80.951,100,2.81,ECO,121.19329,24.425108,31.696707,22,0
