Seconds, SoC(%), Amps, GearMode, Odometer(miles), Trip(miles), Speed(mph), Contr. Temp (C), SideStand (1/0), %SoCPPM, AvgPPM, BATVolts, BATWatts, WH/MI, AVG WH/MI, AVG MPH LOG, 0x67, 0x101_D2
12.714,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.721356,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.732,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.739343,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.747,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.754294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.762,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.7699995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.777278,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.785,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.793,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.800326,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.808,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.815289,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.823,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.831,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.838278,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.846,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.854,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.863651,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.872,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.879299,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.887,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.89429,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.902,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.91,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.917279,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.925,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.933,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.9403305,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.948,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.956,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.964,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.972,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.981571,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.99,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
12.997283,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.005,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.013,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.020331,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.028,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.035294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.043,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.051,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.059,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.066286,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.074,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.081294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.089,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.096294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.104,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.114,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.121287,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.129,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.136279,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.144,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.152,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.159292,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.167,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.1742935,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.182,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.19,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.197282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.205,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.213,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.220292,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.228,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.235331,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.243,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.25,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.257282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.265,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.273,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.280328,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.288,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.295294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.3029995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.310332,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.318,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.325294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.333,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.34033,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.348,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.357597,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.366,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.374,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.381278,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.389,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.396236,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.404,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.412,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.419303,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.427,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.434294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.442,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.44935,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.457,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.465,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.473,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.480348,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.491,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.49831,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.506,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.514,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.521279,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.529,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.536278,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.544,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.551318,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.559,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.566282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.574,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.581277,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.589,100,0,1,121.19329,24.114357,0,22,1,0,0,82.52,0,0,0,0,0,2
13.59632,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.604,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.611282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.618,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.625277,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.633,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.641,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.648324,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.656,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.665,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.673,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.680332,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.688,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.695276,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.703,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.7109995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.718286,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.729,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.73633,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.744,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.7512865,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.759,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.766282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.774,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.781282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.789,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.796324,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.804,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.811342,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.819,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.826282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.837,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.844322,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.852,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.859327,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.867,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.874287,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.882,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.89,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.897254,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.905,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.913,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.920282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.9279995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.935197,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.943,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.952564,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.9609995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
13.991984,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.007277,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.015,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.023,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.031,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.039,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.047,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.054283,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.062,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.07,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.0773325,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.088,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.095333,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.103,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.111,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.11828,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.126,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.134,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.142,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.15,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.157289,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.165,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.173,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.180316,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.188,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.195319,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.206,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.214,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.221336,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.229,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.236323,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.244,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.252,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.259318,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.267,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.274311,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.29,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.297289,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.308,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.315338,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.323,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.331,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.338283,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.346,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.353284,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.361,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.369,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.376338,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.384,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.392,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.399283,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.407,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.414274,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.425,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.432279,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.44,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.448,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.455288,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.463,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.471,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.478318,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.486,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.494,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.501306,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.509,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.516289,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.524,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.531312,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.542,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.55,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.557294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.565,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.572326,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.58,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.588,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.595293,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.604,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.6119995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.619333,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.627,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.634309,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.6449995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.652282,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.66,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.667281,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.675,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.684,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.692,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.699277,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.707,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.714321,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.722,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.73,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.737308,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.745,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.755,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.762278,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.7699995,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.777331,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.785,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.793,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.800294,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.808,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.815345,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.823,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.831,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.838283,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.846,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
14.853279,100,0,1,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,2
