Seconds, SoC(%), Amps, GearMode, Odometer(miles), Trip(miles), Speed(mph), Contr. Temp (C), SideStand (1/0), %SoCPPM, AvgPPM, BATVolts, BATWatts, WH/MI, AVG WH/MI, AVG MPH LOG, 0x67, 0x101_D2
0.706,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.71327794,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.72599995,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.73658496,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.746,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.75333,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.761,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.769,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.77631396,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.78699994,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.794325,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.806,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.81332695,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.826,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.83331794,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.84599996,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.85332197,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.86099994,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.86899996,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.87633294,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.886,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.89333296,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.90599996,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.91564995,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.92599994,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.93332094,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.946,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.953321,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.96099997,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.969,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.97631395,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.98599994,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
0.99331397,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.0059999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.013314,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.026,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.0333179,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.046,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.057913,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.066,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.073324,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.081,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.089,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.097,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.106,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1133419,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1259999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1353849,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1459999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.153337,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.166,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.173342,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.184,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1919999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.1999999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.208,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.217,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.226,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.233318,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.2409999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.249,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.257,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.2659999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.273278,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.281,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.2889999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.2985309,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3069999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.314338,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3219999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3299999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.337279,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3449999,100,0,0,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3529999,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.360287,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3679999,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.375328,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.383,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.3902949,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.398,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.4052839,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.416,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.423275,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.431,100,0,23,0,0,0,22,1,0,0,82.51,0,0,0,0,0,14
1.4383199,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
1.446,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
1.453274,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
1.461,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
1.469,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
1.4762549,100,0,23,121.19329,24.114357,0,22,1,0,0,82.51,0,0,0,0,0,14
